nct_id,brief_title,phase,conditions,overall_status,enrollment_count,num_locations,num_countries,countries,start_date,primary_completion_date
NCT05050630,Phase II Trial of Tirelizumab Combined With R2-ICE Regimen in the Treatment of rrDLBCL/HGBL,PHASE2,"Age Range ≥16 Years, Gender Unlimited, Histopathology Confirmed Diffuse Large B-cell Lymphoma or High-grade B-cell Lymphoma, Received Prior First-line Chemotherapy for DLBCL or HGBL, Failed to Reach CR for Four Cycles, or Relapsed, At Least One Positive Lesion According to the 2014 Lugano Criteria for Hodgkin's and Non-Hodgkin's Lymphoma, ECOG Physical Status Score is 0-3, The Researchers Judged That Life Expectancy Was at Least Three Months, Understand and Voluntarily Sign Written Informed Consent",UNKNOWN,73.0,1,1,China,2021-08-01,2022-07-30
NCT05270928,"Study to Evaluate the Safety, Tolerance, Pharmacokinetics and Preliminary Efficacy of IBI346#CIBI346Y001#",PHASE1,Relapsed/Refractory Multiple Myeloma,COMPLETED,6.0,1,1,China,2022-04-27,2022-12-21
NCT02616965,A Study to Assess the Feasibility of Romidepsin Combined With Brentuximab Vedotin in Cutaneous T-cell Lymphoma,PHASE1,Cutaneous T-cell Lymphoma (CTCL),COMPLETED,16.0,2,1,United States,2017-02-22,2022-08-08
NCT00045565,Arsenic Trioxide Plus Radiation Therapy in Treating Patients With Newly Diagnosed Malignant Glioma,PHASE1,"Adult Giant Cell Glioblastoma, Adult Glioblastoma, Adult Gliosarcoma",COMPLETED,30.0,1,1,United States,2002-10,2008-11
NCT00046800,Study of OSI-211 vs. Topotecan in Patients With Relapsed Epithelial Ovarian Cancer,PHASE2,Ovarian Neoplasms,COMPLETED,80.0,11,2,"United Kingdom, United States",2002-09,
NCT04269200,Durvalumab With or Without Olaparib as Maintenance Therapy After First-Line Treatment of Advanced and Recurrent Endometrial Cancer,PHASE3,Endometrial Neoplasms,ACTIVE_NOT_RECRUITING,805.0,202,22,"Australia, Belgium, Brazil, Canada, China, Colombia, Estonia, Germany, Greece, Hong Kong, Hungary, India, Israel, Japan, Lithuania, Mexico, Poland, Russia, Singapore, South Korea, Spain, United States",2020-05-05,2024-07-08
NCT03749707,HPV in Sentinel Lymph Nodes of Cervical Cancer Patients,NA,"Cervical Cancer, Sentinel Lymph Node, HPV-Related Cervical Carcinoma",COMPLETED,127.0,1,1,Denmark,2018-10-01,2023-12-31
NCT02902107,Intraoperative Radiation Therapy for Locally Advanced or Recurrent Abdomino-pelvic Solid Tumors With the CivaSheet,PHASE1,"Abdominal Malignancy, Pelvic Malignancy",COMPLETED,14.0,1,1,United States,2016-09-09,2024-10-17
NCT04140292,Vitamin D Supplementation as a Neoadjuvant for Photodynamic Therapy of Actinic Keratoses,PHASE2,Actinic Keratosis,COMPLETED,75.0,1,1,United States,2020-01-13,2020-11-24
NCT04764292,Screening Contrast-Enhanced Mammography as an Alternative to MRI,PHASE4,Breast Cancer,COMPLETED,601.0,3,1,United States,2021-02-15,2025-05-30
NCT04367311,"Adjuvant Treatment With Cisplatin-based Chemotherapy Plus Concomitant Atezolizumab in Patients With Stage I (Tumors ≥ 4cm), IIA, IIB, and Select Stage III [Any T1-3 N1-2 and T4N0-2] Resected Non-small Cell Lung Cancer (NSCLC) and the Clearance of Circulating Tumor DNA (ctDNA)",PHASE2,"Lung Cancer, NSCLC",RECRUITING,100.0,10,1,United States,2020-05-22,2025-09
NCT06115811,Radiation Treatment Plan Evaluation Learning Tool Pilot Project,NA,Radiation Oncology,NOT_YET_RECRUITING,20.0,1,1,United States,2026-01-15,2026-11-01
NCT05954871,"Study to Evaluate the Safety, Pharmacokinetics, and Activity of GDC-1971 in Combination With Either Osimertinib in Participants With Unresectable, Locally Advanced, or Metastatic Non-Small Cell Lung Cancer, or With Cetuximab in Participants With Metastatic Colorectal Cancer",PHASE1,"Colorectal Cancer, Non-Small Cell Lung Cancer",COMPLETED,10.0,6,3,"Australia, South Korea, United States",2024-01-08,2025-09-16
NCT01756534,Oxidized Cellulose Hemostatic Agent in Thyroid Surgery: a Prospective Randomized Controlled Study,NA,"Thyroid Nodule, Thyroid Diseases, Goiter",UNKNOWN,100.0,1,1,Israel,2011-01,2013-03
NCT02390934,Efficacy of Radium 223 in Radioactive Iodine Refractory Bone Metastases From Differentiated Thyroid Cancer,PHASE2,Thyroid Cancer,COMPLETED,13.0,1,1,France,2014-10-01,2019-04-02
NCT01048034,Evaluation of Azacitidine in Transfusion Dependent Patients With Low-risk Myelodysplastic Syndrome (MDS) or Chronic Myelomonocytic Leukemia (CMML),PHASE2,"Myelodysplastic Syndrome, Chronic Myelomonocytic Leukemia",COMPLETED,30.0,17,3,"Denmark, Norway, Sweden",2010-01,2012-08
NCT05960734,Artificial Intelligence in Healthcare: Advanced Evaluation of Medical Online Content. AI-driven Quality Assessment of YouTube Videos Providing Information on Incontinence After Cancer Surgery.,,"Cancer, Incontinence, Patient Education, Social Networks, Surgery",COMPLETED,160.0,1,1,Spain,2023-03-22,2023-08-01
NCT00639509,IMC-A12 in Treating Patients With Advanced Liver Cancer,PHASE2,"Adult Primary Hepatocellular Carcinoma, Advanced Adult Primary Liver Cancer, Localized Unresectable Adult Primary Liver Cancer, Recurrent Adult Primary Liver Cancer",COMPLETED,24.0,1,1,United States,2008-03,2011-02
NCT00617409,To Immunize Patients With Extensive Stage SCLC Combined With Chemo With or Without All Trans Retinoic Acid,PHASE2,Small Cell Lung Cancer,COMPLETED,69.0,1,1,United States,2007-10-02,2015-09-21
NCT01983709,Allogeneic Human Bone Marrow Derived Mesenchymal Stem Cells in Localized Prostate Cancer,PHASE1,Prostate Cancer,TERMINATED,7.0,1,1,United States,2013-10,2017-06
NCT02599909,Gut Microbiota in People With Hepatocellular Carcinoma (HCC),,"Hepatocellular Carcinoma, Liver Cancer, Liver Cell Caricinoma, Liver Neoplasm",WITHDRAWN,0.0,0,0,,2015-11-06,2018-09-14
NCT03909399,Prevention and Prophylaxis of Cancer Associated Thrombosis in High Risk Oncology Patients,,"Deep Vein Thrombosis, Pulmonary Embolism, Vena Cava Thrombosis, Iliac; Thrombosis",UNKNOWN,500.0,1,1,Greece,2019-01-25,2021-03-31
NCT03953599,CD19-Synthetic T Cell Antigen Receptor(STAR)-T in B-cell Malignancies Patients,PHASE1,B Cell Malignancy,COMPLETED,18.0,1,1,China,2019-07-01,2021-07-01
NCT07280832,Phase I/II Clinical Study of JMT108 Injection for the Treatment of Advanced Malignant Melanoma,PHASE1,Unresectable Locally Advanced or Metastatic Melanoma,NOT_YET_RECRUITING,188.0,0,0,,2025-12-18,2026-11-30
NCT01434199,Does Endoscope Position Detecting Unit Facilitate a Complete Colonoscopy Examination,PHASE3,Colorectal Neoplasms,UNKNOWN,870.0,2,1,China,2011-07,2012-07
NCT01062399,"Everolimus, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme",PHASE1,Brain and Central Nervous System Tumors,COMPLETED,279.0,36,3,"Canada, Israel, United States",2010-12,2016-06
NCT00827099,"Umbilical Cord Blood (UCB) Transplant, Fludarabine, Melphalan, and Anti-thymocyte Globulin (ATG) in Treating Patients With Hematologic Cancer",PHASE2,"Myeloproliferative Disorders, Leukemia, Lymphoma, Multiple Myeloma and Plasma Cell Neoplasm, Myelodysplastic Syndromes",TERMINATED,5.0,1,1,United States,2006-06,2009-11
NCT01954732,Metformin Hydrochloride in Treating Patients With Pancreatic Cancer That Can be Removed by Surgery,PHASE1,"Stage IA Pancreatic Cancer, Stage IB Pancreatic Cancer, Stage IIA Pancreatic Cancer, Stage IIB Pancreatic Cancer",WITHDRAWN,0.0,0,0,,2014-01,2015-03
NCT02077998,Oxaliplatin in Treating Patients With Metastatic Breast Cancer,EARLY_PHASE1,Stage IV Breast Cancer,COMPLETED,1.0,1,1,United States,2015-05,2015-05
NCT05444998,"Neoadjuvant Inituomab, Pyrrolidone and Nab-paclitaxel for HER2+Breast Cancer",PHASE2,Breast Cancer,UNKNOWN,20.0,0,0,,2022-11-01,2023-08-31
NCT06564363,The Efficacy of the IUrisure for Detection of Recurrent Urothelial Carcinoma,,Urothelial Carcinoma,RECRUITING,148.0,1,1,China,2023-06-01,2025-09-30
NCT06841263,Multi-methods Study on Inclusive Cancer Diagnosis in People with Disabilities and Health Outcomes,,"Disabled Persons, Cancer Diagnosis",NOT_YET_RECRUITING,80.0,0,0,,2025-04-01,2026-03-31
NCT04488263,Natural History Study of Children and Adults With Neuroendocrine Neoplasms (NEN)s,,"Neuroendocrine Tumors, Carcinoma, Neuroendocrine",TERMINATED,30.0,1,1,United States,2020-11-24,2022-09-06
NCT00271687,A Pilot Study of Exercise in Patients With Docetaxel-Based Chemotherapy for Hormone Refractory Prostate Cancer,PHASE2,"Prostatic Neoplasms, Neoplasm Metastasis, Palliative Care",COMPLETED,30.0,1,1,Canada,2006-02,2007-11
NCT06827587,Efficacy and Safety of Efgartigimod Sequential Therapy with Telitacicept in Generalized Myasthenia Gravis,NA,"Myasthenia Gravis, Autoimmune Diseases, Neuromuscular Diseases",NOT_YET_RECRUITING,60.0,0,0,,2025-02,2026-02
NCT01787487,Ruxolitinib Phosphate and Azacytidine in Treating Patients With Myelofibrosis or Myelodysplastic Syndrome/Myeloproliferative Neoplasm,PHASE2,"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable, Myelofibrosis Transformation in Essential Thrombocythemia, Polycythemia Vera, Post-Polycythemic Myelofibrosis Phase, Primary Myelofibrosis",ACTIVE_NOT_RECRUITING,121.0,1,1,United States,2013-03-13,2027-04-30
NCT04964687,Impact of Integrating an Addiction Team on Post Liver Transplantation Survival for Alcohol-related Liver Disease and Its Complications.,,"Alcoholism, Alcohol Use Disorder, Alcohol; Liver",COMPLETED,616.0,1,1,France,2019-10-01,2021-05-30
NCT00495287,A Remission Induction Therapy and Risk-oriented Postremission Strategy for Adult Acute Myelogenous Leukemia (AML),PHASE3,Acute Myelogenous Leukemia,COMPLETED,573.0,17,1,Italy,2006-11,2015-07
NCT04037787,ERAS (Enhanced Recovery After Surgery) Protocol Implementation in Piedmont Region for Colorectal Cancer Surgery,NA,"Colorectal Cancer, Quality Improvement, Perioperative Care, Recovery of Function",COMPLETED,2397.0,1,1,Italy,2019-09-01,2021-05-31
NCT00831493,Vorinostat Plus Radiation Therapy in Pancreatic Cancer,PHASE1,Pancreatic Cancer,TERMINATED,3.0,1,1,United States,2009-05,2010-10
NCT04970693,A Study of Furmonertinib Combined With Radiotherapy for Non-small Cell Lung Cancer With Oligoprogression,PHASE2,"Non-small Cell Lung Cancer, Oligoprogressive",UNKNOWN,64.0,1,1,China,2021-06-01,2024-01-31
NCT00629993,Dissemination of Cervical Cancer Screening to Primary Care Physicians in Underserved Communities,PHASE4,Cervical Cancer,TERMINATED,282.0,1,1,United States,2004-01,2006-08
NCT01122121,"Leuprorelin Associated With Radiotherapy Versus Leuprorelin Alone in T3 - T4 or pT3 (on Biopsy) N0, M0 Prostate Cancer",PHASE3,"Prostatic Neoplasms, Locally Advanced",COMPLETED,273.0,1,1,France,2000-03,2008-12
NCT05915221,Effect of SMS Use on Postoperative Respiratory and Cough Exercise Compliance,NA,"Pulmonary Cancer, Surgery",COMPLETED,62.0,2,1,Turkey (Türkiye),2022-02-01,2023-04-03
NCT01423214,A Trial to Assess Robot-assisted Surgery and Laparoscopy-assisted Surgery in Patients With Mid or Low Rectal Cancer,PHASE3,Rectal Cancer,UNKNOWN,540.0,3,1,South Korea,2013-06,2018-12
NCT00293514,TachoSil Versus Standard Surgical Treatment for Air Leakage in Pulmonary Lobectomy (TC-021-IM),PHASE3,"Pulmonary Diseases, Intraoperative Complications",COMPLETED,,1,1,Denmark,2006-02,2007-10
NCT06599216,Adebrelimab Combined With Dalpiciclib and Standard Endocrine Therapy for HR + / HER2- Breast Cancer,PHASE2,"Breast Cancer, HR+/HER2- Breast Cancer",ACTIVE_NOT_RECRUITING,30.0,2,1,China,2024-10-08,2026-03-01
NCT07102706,Phase I Trial of GR1803 Injection in Patients With RRMM,PHASE1,Multiple Myeloma (MM),COMPLETED,76.0,1,1,China,2022-05-27,2025-05-20
NCT01809106,"RCT Comparing the Analgesic Efficacy of 4 Therapeutic Strategies Based on 4 Different Major Opioids (Fentanyl, Oxycodone, Buprenorphine vs Morphine) in Cancer Patients With Moderate/Severe Pain, at the Moment of Starting 3rd Step of WHO Analgesic Ladder.",PHASE4,"Cancer, Cancer Pain",COMPLETED,518.0,9,1,Italy,2011-04,2014-10
NCT01123304,Safety Study of Human IgM (MORAb-028) to Treat Metastatic Melanoma,PHASE1,Melanoma,TERMINATED,18.0,1,1,United States,2010-05,2012-03
NCT04677504,"A Study of Atezolizumab With or Without Bevacizumab in Combination With Cisplatin Plus Gemcitabine in Patients With Untreated, Advanced Biliary Tract Cancer",PHASE2,Biliary Tract Cancer,COMPLETED,162.0,49,13,"China, Hong Kong, Italy, Poland, Russia, South Korea, Spain, Taiwan, Thailand, Turkey (Türkiye), Ukraine, United Kingdom, United States",2021-02-23,2022-05-16
NCT06722300,Clinical Study on the Impact of Eradication of Oral Porphyromonas Gingivalis on the Prognosis of Early Esophageal Cancer After ESD Surgery,NA,Esophageal Cancer,ACTIVE_NOT_RECRUITING,856.0,1,1,China,2024-05-01,2027-05-01
NCT05381792,Serial Gut Microbiome and Bacterial Gene Markers Changes After Endoscopic Resection of Colorectal Advanced Neoplasia,,"Colorectal Cancer, Colorectal Neoplasms, Colorectal Adenoma",RECRUITING,50.0,1,1,Hong Kong,2022-09-01,2024-12-15
NCT00522392,Bortezomib and Dexamethasone With or Without Lenalidomide in Treating Patients With Multiple Myeloma Previously Treated With Dexamethasone,PHASE3,"Stage I Multiple Myeloma, Stage II Multiple Myeloma, Stage III Multiple Myeloma",TERMINATED,48.0,276,2,"South Africa, United States",2007-09,2012-08
NCT01658436,BEZ235 Phase II Trial in Patients With Advanced Pancreatic Neuroendocrine Tumors (pNET) After Failure of mTOR Inhibitor Therapy.,PHASE2,Pancreatic Neuroendocrine Tumors (pNET),COMPLETED,31.0,17,9,"Austria, Belgium, France, Germany, Italy, Netherlands, Spain, United Kingdom, United States",2012-11,2015-07
NCT00826436,"Study Evaluating Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of PRA-027 in Japanese Postmenopausal Women",,Uterine Leiomyomata (Fibroids),COMPLETED,16.0,1,1,Japan,2008-11,2009-03
NCT05266300,Implementation and Quality Assurance of DPYD-genotyping in Patients Treated With Fluoropyrimidines.,,"Adverse Drug Event, Colon Cancer, Breast Cancer, Pancreas Cancer, Rectal Cancer, Gastric Cancer, Oesophageal Cancer, Bile Duct Cancer",COMPLETED,722.0,1,1,Denmark,2020-09-01,2022-06-01
NCT06958107,LCI-SAR-BSTS-CTDNA-001: Circulating Tumor DNA Liquid Biopsy in Sarcoma Patients,,Sarcoma,RECRUITING,300.0,2,1,United States,2025-08-21,2030-01
NCT04631692,Evaluating a Health Literacy Intervention to Improve Colorectal Cancer Screening in Underserved Areas,NA,Colorectal Cancer Screening,ACTIVE_NOT_RECRUITING,1025.0,4,1,France,2021-10-01,2024-12-07
NCT06499792,Effectiveness of the Transversus Abdominis Plane Block Associated With Opioid Spinal Anesthesia on Analgesia After Cephalic Duodenopancreatectomy,,Pancreatic Cancer,RECRUITING,160.0,1,1,France,2024-01-03,2024-12
NCT04322292,A Study of BCMA-directed CAR-T Cells Treatment in Subjects With r/r Multiple Myeloma,PHASE1,Multiple Myeloma,UNKNOWN,10.0,1,1,China,2019-09-12,2021-08
NCT00583492,Randomized Trial of Suicide Gene Therapy and Prostate Cancer,PHASE2,Prostate Cancer,COMPLETED,44.0,2,1,United States,2007-12,2013-09
NCT06409936,PEARL Study: PotEntial of Asciminib in the eaRly Treatment of CML,PHASE2,"CML, Chronic Phase, Chronic Myeloid Leukemia, Chronic Phase, Chronic Myeloid Leukemia, BCR/ABL-Positive, Chronic Myeloid Leukemia",RECRUITING,160.0,11,1,Spain,2025-06-26,2029-06
NCT04617236,Cultivando la Salud: A Breast and Cervical Cancer Screening Promotion Program for Low-Income Puerto Rican Women,NA,"Breast Cancer, Cervical Cancer",COMPLETED,444.0,1,1,Puerto Rico,2012-05-15,2013-09-20
NCT01813136,Phase II Study of the Optimal Scheme of Administration of Pazopanib in Thyroid Carcinoma,PHASE2,Thyroid Carcinoma,COMPLETED,168.0,13,1,France,2013-03,2019-01
NCT06570811,Coenzyme Q10 and Chemotherapeutic Toxicity in Breast Cancer Patients,PHASE2,"Breast Cancer, Chemotherapeutic Toxicity",RECRUITING,40.0,1,1,Egypt,2024-08-01,2025-01
NCT00203411,Bevacizumab Plus Capecitabine (Xeloda) in Patients With Untreated Metastatic Colorectal Cancer,PHASE2,Colorectal Cancer,COMPLETED,45.0,12,1,United States,2006-03,2011-03
NCT00877071,LC Drug Eluting Bead for Treatment of Liver Cancer Which Cannot be Surgically Removed,PHASE2,Hepatocellular Carcinoma,COMPLETED,2.0,1,1,United States,2008-11,2011-05
NCT01871571,"Bevacizumab, Fluorouracil, Leucovorin Calcium, and Oxaliplatin Before Surgery in Treating Patients With Stage II-III Rectal Cancer",PHASE2,"Mucinous Adenocarcinoma of the Rectum, Signet Ring Adenocarcinoma of the Rectum, Stage IIA Rectal Cancer, Stage IIB Rectal Cancer, Stage IIC Rectal Cancer, Stage IIIA Rectal Cancer, Stage IIIB Rectal Cancer, Stage IIIC Rectal Cancer",UNKNOWN,17.0,1,1,United States,2013-08-02,2022-06-24
NCT06318234,PET/MR Evaluation of Regression Grading After Neoadjuvant Therapy for Rectal Cancer,,Rectal Cancer,RECRUITING,32.0,1,1,China,2024-01-01,2025-12-31
NCT00184964,Validation of Coregistered CT-PET Imaging in Determining Tumor Volume and Atelectasis in Patients With Operable Non-Small-Cell Lung Cancer and Tumor Associated Atelectasis,NA,"Carcinoma, Non Small Cell Lung",UNKNOWN,15.0,1,1,Netherlands,2004-06,
NCT05940064,Prospective Clinical Study of ZPR Regimen in Elderly Treatment-naive Diffuse Large B-cell Lymphoma,PHASE2,Diffuse Large B Cell Lymphoma,RECRUITING,30.0,1,1,China,2023-07-20,2025-07-20
NCT00151034,"Trastuzumab (Herceptin), Paclitaxel, Carboplatin and Gemcitabine in Advanced Urothelial Cancer",PHASE2,Urologic Neoplasms,COMPLETED,33.0,11,1,United States,2000-09,2004-08
NCT02326064,Prospective Multicenter Study in Patients With a Tumor Benign Ovarian Presumed on the Use of Algorithms Such as Roma and RMI and Tumor Markers Such as CA125 and HE4,,"Ovarian Tumor, Ovarian Cancer",COMPLETED,221.0,4,1,France,2015-05,2016-06
NCT03992664,Education Intervention in Patients with Rash Due to Epidermal Growth Factor Receptor (EGFR) Treatment.,NA,"Consent Form, Lung Cancer, Colon Cancer, Pancreas Cancer, Head and Neck Cancer, Breast Cancer",COMPLETED,40.0,1,1,Cyprus,2019-01-01,2020-12-12
NCT03695809,The Association of G9a Protein and Clinical Outcome of Patients With Vulvar Cancer,,"Vulvar Cancer, G9a Protein",UNKNOWN,30.0,1,1,Taiwan,2018-04-20,2024-12-31
NCT03379909,Phase II Study of Oral Metformin for Intravesical Treatment of Non-muscle-invasive Bladder Cancer,PHASE2,"Superficial Bladder Cancer, Bladder Cancer",RECRUITING,49.0,3,1,Netherlands,2019-09-01,2024-07-31
NCT00023699,Gefitinib in Treating Patients With Recurrent or Persistent Ovarian Epithelial Cancer or Primary Peritoneal Cancer,PHASE2,"Ovarian Cancer, Primary Peritoneal Cavity Cancer",COMPLETED,,53,4,"Australia, Canada, United Kingdom, United States",2001-08,
NCT01774409,Program to Establish the Genetic and Immunologic Profile of Patient's Tumor for All Types of Advanced Cancer,NA,Neoplasms,RECRUITING,10000.0,6,1,France,2013-02,2025-07
NCT00645632,Combination Chemotherapy in Treating Patients Undergoing Surgery for Newly Diagnosed High-Grade Osteosarcoma,NA,Sarcoma,COMPLETED,60.0,0,0,,1990-11,1995-01
NCT03891732,MRI Prostate for Chinese Men Being Screened for Prostate Cancer,,"Prostate Cancer, PSA, MRI",ACTIVE_NOT_RECRUITING,690.0,2,1,Hong Kong,2019-01-19,2024-12-31
NCT00637832,"Rituximab, Combination Chemotherapy, and Yttrium Y 90 Ibritumomab Tiuxetan in Treating Patients With Relapsed Follicular Non-Hodgkin Lymphoma",PHASE2,Lymphoma,TERMINATED,1.0,5,1,United Kingdom,2008-04-01,2015-01-06
NCT04163432,"Staggered, Chemo-Immunotherapy With Durvalumab, MEDI4736 Pemetrexed & Carboplatin (PC) for Metastatic Non-Squamous NSCLC",PHASE2,Non-Small Cell Lung Cancer Metastatic,ACTIVE_NOT_RECRUITING,43.0,1,1,United States,2020-06-16,2025-02-03
NCT05060432,Study of EOS-448 With Standard of Care and/or Investigational Therapies in Participants With Advanced Solid Tumors,PHASE1,"Advanced Cancer, Lung Cancer, Head and Neck Cancer, Melanoma",ACTIVE_NOT_RECRUITING,153.0,42,6,"Belgium, France, Italy, Spain, United Kingdom, United States",2021-09-06,2024-07
NCT04444232,Cancer Communication Within Hispanic Social Networks,NA,Colorectal Carcinoma,COMPLETED,57.0,1,1,United States,2014-09-09,2015-02-10
NCT02645487,Stereotactic Radiosurgery (SRS) Dose-Escalation Study for Brain Metastasis,NA,"Brain Neoplasms, Adult, Malignant",RECRUITING,135.0,1,1,United States,2015-12-18,2026-12
NCT00521287,"Impaired Immunity in Patients With Cancer: Influence of Cancer Stage, Chemotherapy, and Cytomegalovirus Infection",PHASE2,Neoplasms,UNKNOWN,150.0,1,1,Taiwan,2006-10,2007-09
